#l b boxsize ext_law ejk ak error_ejk
2.5760 -0.5780 2 2 2.2580 1.1923 0.2854
2.5760 -0.6280 2 2 2.4270 1.2815 0.2868
2.5760 -0.6780 2 2 2.7808 1.4683 0.3078
2.5760 -0.7290 2 2 2.8687 1.5145 0.2942
2.5760 -0.7790 2 2 2.5032 1.3215 0.3573
2.5760 -0.8290 2 2 2.0307 1.0723 0.2228
2.5760 -0.8790 2 2 2.1150 1.1165 0.2505
2.5760 -0.9300 2 2 1.9263 1.0170 0.2178
2.5760 -0.9800 2 2 1.7365 0.9170 0.2035
2.5760 -1.0300 2 2 1.6347 0.8630 0.1674
2.5760 -1.0800 2 2 1.5770 0.8325 0.1881
2.5760 -1.1310 2 2 1.3980 0.7383 0.1869
2.5760 -1.1810 2 2 1.3262 0.7003 0.1622
2.5760 -1.2310 2 2 1.3795 0.7282 0.1654
2.5760 -1.2810 2 2 1.2165 0.6425 0.1491
2.5760 -1.3320 2 2 1.1532 0.6090 0.1420
2.5760 -1.3820 2 2 1.2012 0.6345 0.1461
2.5760 -1.4320 2 2 1.1510 0.6075 0.1505
2.5760 -1.4820 2 2 1.1015 0.5815 0.1741
2.5760 -1.5330 2 2 0.8337 0.4403 0.1424
2.5760 -1.5830 2 2 0.6715 0.3545 0.1136
2.5760 -1.6330 2 2 0.6375 0.3367 0.1093
2.5760 -1.6830 2 2 0.5867 0.3098 0.1128
2.5760 -1.7340 2 2 0.5365 0.2833 0.1126
2.5760 -1.7840 2 2 0.4790 0.2530 0.1104
2.5760 -1.8340 2 2 0.4730 0.2497 0.1072
2.5760 -1.8840 2 2 0.5165 0.2728 0.1129
2.5760 -1.9350 2 2 0.5390 0.2845 0.1085
2.5760 -1.9850 2 2 0.5315 0.2807 0.1095
2.5760 -2.0350 2 2 0.4982 0.2632 0.1102
2.5760 -2.0850 2 2 0.5555 0.2933 0.1165
2.5760 -2.1360 2 2 0.5008 0.2642 0.1057
2.5760 -2.1860 2 2 0.4842 0.2555 0.1101
2.5760 -2.2360 2 2 0.4862 0.2568 0.1083
2.5760 -2.2860 2 2 0.4795 0.2532 0.1063
2.5760 -2.3370 2 2 0.4267 0.2253 0.1182
2.5760 -2.3870 2 2 0.3700 0.1955 0.1052
2.5760 -2.4370 2 2 0.3387 0.1787 0.1076
2.5760 -2.4870 2 2 0.3327 0.1758 0.1038
2.5760 -2.5380 2 2 0.3275 0.1733 0.0993
2.5760 -2.5880 2 2 0.3565 0.1880 0.0966
2.5760 -2.6380 2 2 0.3322 0.1755 0.1051
2.5760 -2.6880 2 2 0.3185 0.1683 0.1033
2.5760 -2.7390 2 2 0.2835 0.1497 0.1015
2.5760 -2.7890 2 2 0.2860 0.1512 0.1050
2.5760 -2.8390 2 2 0.2440 0.1288 0.1016
2.5760 -2.8890 2 2 0.2245 0.1185 0.1000
2.5760 -2.9400 2 2 0.2278 0.1202 0.0998
2.5760 -2.9900 2 2 0.2465 0.1300 0.0972
2.5760 -3.0400 2 2 0.2522 0.1333 0.1021
2.5760 -3.0900 2 2 0.2425 0.1280 0.1002
2.5760 -3.1410 2 2 0.2417 0.1280 0.0995
2.5760 -3.1910 2 2 0.2248 0.1187 0.1051
2.5760 -3.2410 2 2 0.2405 0.1270 0.0997
2.5760 -3.2910 2 2 0.2678 0.1413 0.1016
2.5760 -3.3420 2 2 0.2840 0.1500 0.1030
2.5760 -3.3920 2 2 0.3005 0.1585 0.1084
2.5760 -3.4420 2 2 0.3190 0.1683 0.1157
2.5760 -3.4920 2 2 0.3055 0.1613 0.1085
2.5760 -3.5430 2 2 0.2780 0.1468 0.1051
2.5760 -3.5930 2 2 0.2558 0.1350 0.1067
2.5760 -3.6430 2 2 0.2520 0.1330 0.1045
2.5760 -3.6930 2 2 0.2487 0.1314 0.1079
2.5760 -3.7440 2 2 0.2505 0.1322 0.1040
2.5760 -3.7940 2 2 0.2490 0.1315 0.1018
2.5760 -3.8440 2 2 0.2480 0.1310 0.1012
2.5760 -3.8940 2 2 0.2457 0.1298 0.1016
2.5760 -3.9450 2 2 0.2510 0.1325 0.1056
2.5760 -3.9950 2 2 0.2520 0.1335 0.1081
2.5760 -4.0450 2 2 0.2622 0.1385 0.1040
2.5760 -4.0950 2 2 0.2650 0.1400 0.1025
2.5760 -4.1460 2 2 0.2645 0.1398 0.1016
2.5760 -4.1960 2 2 0.2635 0.1393 0.1008
2.5760 -4.2460 2 2 0.2630 0.1390 0.1000
2.5760 -4.2960 2 2 0.2542 0.1343 0.1014
2.5760 -4.3470 2 2 0.2455 0.1295 0.1011
2.5760 -4.3970 2 2 0.2240 0.1185 0.1002
2.5760 -4.4470 2 2 0.2415 0.1275 0.0986
2.5760 -4.4970 2 2 0.2432 0.1283 0.0984
2.5760 -4.5480 2 2 0.2342 0.1237 0.0983
2.5760 -4.5980 2 2 0.2180 0.1152 0.0991
2.5760 -4.6480 2 2 0.2085 0.1100 0.0994
2.5760 -4.6980 2 2 0.1710 0.0905 0.0996
2.5760 -4.7490 2 2 0.1700 0.0900 0.1012
2.5760 -4.7990 2 2 0.1715 0.0905 0.0980
2.5760 -4.8490 2 2 0.1720 0.0910 0.0971
2.5760 -4.8990 2 2 0.1690 0.0890 0.1056
2.5760 -4.9500 2 2 0.1630 0.0860 0.1014
2.5760 -5.0000 2 2 0.1570 0.0830 0.0977
2.4750 5.0000 2 2 0.5807 0.3067 0.1050
2.4750 4.9500 2 2 0.6368 0.3360 0.1024
2.4750 4.8990 2 2 0.6348 0.3352 0.1031
2.4750 4.8490 2 2 0.6470 0.3415 0.1012
2.4750 4.7990 2 2 0.7043 0.3718 0.1100
2.4750 4.7490 2 2 0.6583 0.3475 0.1093
2.4750 4.6980 2 2 0.6810 0.3595 0.1060
2.4750 4.6480 2 2 0.6983 0.3688 0.1108
2.4750 4.5980 2 2 0.7215 0.3810 0.1094
2.4750 4.5480 2 2 0.8020 0.4235 0.1052
2.4750 4.4970 2 2 0.9430 0.4980 0.1248
2.4750 4.4470 2 2 1.1843 0.6252 0.1739
2.4750 4.3970 2 2 1.0485 0.5535 0.1833
2.4750 4.3470 2 2 0.9233 0.4875 0.1325
2.4750 4.2960 2 2 0.9158 0.4835 0.1215
2.4750 4.2460 2 2 0.8470 0.4473 0.1127
2.4750 4.1960 2 2 0.8145 0.4303 0.0984
2.4750 4.1460 2 2 0.8113 0.4283 0.1107
2.4750 4.0950 2 2 0.7370 0.3892 0.1064
2.4750 4.0450 2 2 0.6935 0.3662 0.1019
2.4750 3.9950 2 2 0.6725 0.3550 0.1016
2.4750 3.9450 2 2 0.6775 0.3575 0.1012
2.4750 3.8940 2 2 0.6625 0.3498 0.1013
2.4750 3.8440 2 2 0.6412 0.3388 0.1067
2.4750 3.7940 2 2 0.6080 0.3213 0.0960
2.4750 3.7440 2 2 0.6010 0.3173 0.1119
2.4750 3.6930 2 2 0.6785 0.3582 0.1150
2.4750 3.6430 2 2 0.7075 0.3735 0.1170
2.4750 3.5930 2 2 0.7318 0.3862 0.1066
2.4750 3.5430 2 2 0.7410 0.3915 0.1084
2.4750 3.4920 2 2 0.7232 0.3818 0.0988
2.4750 3.4420 2 2 0.7305 0.3855 0.1111
2.4750 3.3920 2 2 0.7240 0.3822 0.1057
2.4750 3.3420 2 2 0.7890 0.4165 0.1203
2.4750 3.2910 2 2 0.9257 0.4890 0.1582
2.4750 3.2410 2 2 0.9305 0.4913 0.1517
2.4750 3.1910 2 2 0.8213 0.4335 0.1295
2.4750 3.1410 2 2 0.7167 0.3782 0.1169
2.4750 3.0900 2 2 0.7192 0.3800 0.1048
2.4750 3.0400 2 2 0.7212 0.3810 0.1033
2.4750 2.9900 2 2 0.7358 0.3888 0.1009
2.4750 2.9400 2 2 0.7515 0.3968 0.1034
2.4750 2.8890 2 2 0.7220 0.3810 0.1053
2.4750 2.8390 2 2 0.7023 0.3710 0.1042
2.4750 2.7890 2 2 0.6678 0.3525 0.1063
2.4750 2.7390 2 2 0.6645 0.3510 0.1043
2.4750 2.6880 2 2 0.6872 0.3628 0.1046
2.4750 2.6380 2 2 0.6900 0.3645 0.1056
2.4750 2.5880 2 2 0.7380 0.3895 0.1019
2.4750 2.5380 2 2 0.7050 0.3722 0.1118
2.4750 2.4870 2 2 0.6720 0.3548 0.1060
2.4750 2.4370 2 2 0.6738 0.3558 0.1027
2.4750 2.3870 2 2 0.6897 0.3643 0.1058
2.4750 2.3370 2 2 0.6442 0.3400 0.1046
2.4750 2.2860 2 2 0.6757 0.3568 0.1059
2.4750 2.2360 2 2 0.6775 0.3575 0.1049
2.4750 2.1860 2 2 0.7122 0.3760 0.1076
2.4750 2.1360 2 2 0.7073 0.3735 0.1074
2.4750 2.0850 2 2 0.6925 0.3655 0.1049
2.4750 2.0350 2 2 0.7075 0.3738 0.1088
2.4750 1.9850 2 2 0.7440 0.3927 0.1040
2.4750 1.9350 2 2 0.7228 0.3815 0.1036
2.4750 1.8840 2 2 0.7910 0.4175 0.1169
2.4750 1.8340 2 2 0.8350 0.4408 0.1160
2.4750 1.7840 2 2 0.8590 0.4535 0.1187
2.4750 1.7340 2 2 0.8661 0.4574 0.1303
2.4750 1.6830 2 2 0.8217 0.4340 0.1178
2.4750 1.6330 2 2 0.7027 0.3710 0.1163
2.4750 1.5830 2 2 0.6678 0.3525 0.1125
2.4750 1.5330 2 2 0.7085 0.3742 0.1127
2.4750 1.4820 2 2 0.7140 0.3770 0.1096
2.4750 1.4320 2 2 0.7920 0.4183 0.1374
2.4750 1.3820 2 2 0.8810 0.4650 0.1163
2.4750 1.3320 2 2 0.8635 0.4558 0.1231
2.4750 1.2810 2 2 0.8575 0.4528 0.1189
2.4750 1.2310 2 2 0.9180 0.4845 0.1235
2.4750 1.1810 2 2 1.0863 0.5735 0.1353
2.4750 1.1310 2 2 1.0823 0.5717 0.1325
2.4750 1.0800 2 2 1.2175 0.6430 0.1458
2.4750 1.0300 2 2 1.2652 0.6678 0.1373
2.4750 0.9800 2 2 1.2160 0.6420 0.1398
2.4750 0.9300 2 2 1.2213 0.6448 0.1414
2.4750 0.8790 2 2 1.2595 0.6653 0.1400
2.4750 0.8290 2 2 1.3400 0.7075 0.1574
2.4750 0.7790 2 2 1.3927 0.7352 0.1666
2.4750 0.7290 2 2 1.5150 0.8000 0.1753
2.4750 0.6780 2 2 1.6678 0.8805 0.1977
2.4750 0.6280 2 2 1.6690 0.8812 0.1754
2.4750 0.5780 2 2 1.6595 0.8762 0.1902
2.4750 0.5280 2 2 1.6700 0.8820 0.2303
2.4750 0.4770 2 2 1.8750 0.9900 0.2089
2.4750 0.4270 2 2 2.0250 1.0693 0.2569
2.4750 0.3770 2 2 2.5048 1.3228 0.4035
2.4750 0.3270 2 2 2.8868 1.5243 0.3612
2.4750 0.2760 2 2 2.9530 1.5590 0.5192
2.4750 0.2260 2 2 3.1603 1.6687 0.3789
2.4750 0.1760 2 2 3.4672 1.8307 0.4154
2.4750 0.1260 2 2 3.1478 1.6620 0.4301
2.4750 0.0750 2 2 2.6910 1.4210 0.5885
2.4750 0.0250 2 2 2.6045 1.3752 0.5763
2.4750 -0.0250 2 2 2.5205 1.3305 0.5865
2.4750 -0.0750 2 2 2.6520 1.4005 0.6549
2.4750 -0.1260 2 2 2.5190 1.3300 0.7224
2.4750 -0.1760 2 2 2.7473 1.4505 0.6139
2.4750 -0.2260 2 2 2.9200 1.5420 0.4455
2.4750 -0.2760 2 2 3.2035 1.6915 0.4562
2.4750 -0.3270 2 2 2.7735 1.4645 0.4753
2.4750 -0.3770 2 2 2.2520 1.1890 0.3991
2.4750 -0.4270 2 2 2.4115 1.2735 0.3921
2.4750 -0.4770 2 2 2.7000 1.4255 0.3965
2.4750 -0.5280 2 2 2.9260 1.5455 0.1268
2.4750 -0.5780 2 2 2.6780 1.4140 0.2816
2.4750 -0.6280 2 2 2.9870 1.5770 0.4953
2.4750 -0.6780 2 2 3.4755 1.8350 0.3952
2.4750 -0.7290 2 2 3.0570 1.6140 0.3842
2.4750 -0.7790 2 2 2.8575 1.5085 0.3548
2.4750 -0.8290 2 2 2.2780 1.2025 0.2764
2.4750 -0.8790 2 2 2.0385 1.0765 0.2419
2.4750 -0.9300 2 2 1.9755 1.0430 0.1640
2.4750 -0.9800 2 2 1.8955 1.0010 0.1908
2.4750 -1.0300 2 2 1.6565 0.8745 0.1813
2.4750 -1.0800 2 2 1.4625 0.7725 0.1916
2.4750 -1.1310 2 2 1.4320 0.7560 0.2210
2.4750 -1.1810 2 2 1.2725 0.6720 0.2271
2.4750 -1.2310 2 2 1.3280 0.7010 0.2261
2.4750 -1.2810 2 2 1.0715 0.5660 0.1685
2.4750 -1.3320 2 2 1.0000 0.5280 0.1320
2.4750 -1.3820 2 2 1.1385 0.6010 0.1592
2.4750 -1.4320 2 2 1.1610 0.6130 0.1394
2.4750 -1.4820 2 2 1.1215 0.5923 0.1425
2.4750 -1.5330 2 2 1.0457 0.5520 0.1487
2.4750 -1.5830 2 2 0.9130 0.4823 0.2061
2.4750 -1.6330 2 2 0.7090 0.3740 0.1450
2.4750 -1.6830 2 2 0.6065 0.3202 0.1345
2.4750 -1.7340 2 2 0.5435 0.2870 0.1113
2.4750 -1.7840 2 2 0.5245 0.2770 0.1095
2.4750 -1.8340 2 2 0.5295 0.2797 0.1189
2.4750 -1.8840 2 2 0.5345 0.2825 0.1168
2.4750 -1.9350 2 2 0.5757 0.3040 0.1094
2.4750 -1.9850 2 2 0.5675 0.2997 0.1058
2.4750 -2.0350 2 2 0.5175 0.2732 0.1036
2.4750 -2.0850 2 2 0.4913 0.2595 0.1037
2.4750 -2.1360 2 2 0.4942 0.2608 0.1056
2.4750 -2.1860 2 2 0.4553 0.2400 0.1108
2.4750 -2.2360 2 2 0.4482 0.2365 0.1085
2.4750 -2.2860 2 2 0.4703 0.2485 0.1107
2.4750 -2.3370 2 2 0.4135 0.2182 0.1057
2.4750 -2.3870 2 2 0.3550 0.1875 0.1011
2.4750 -2.4370 2 2 0.3268 0.1725 0.1066
2.4750 -2.4870 2 2 0.2995 0.1580 0.1028
2.4750 -2.5380 2 2 0.3310 0.1750 0.1049
2.4750 -2.5880 2 2 0.3808 0.2010 0.1052
2.4750 -2.6380 2 2 0.3960 0.2090 0.1036
2.4750 -2.6880 2 2 0.3518 0.1860 0.1044
2.4750 -2.7390 2 2 0.3015 0.1593 0.1052
2.4750 -2.7890 2 2 0.2700 0.1423 0.1016
2.4750 -2.8390 2 2 0.2620 0.1385 0.1045
2.4750 -2.8890 2 2 0.2285 0.1207 0.1017
2.4750 -2.9400 2 2 0.2290 0.1210 0.1026
2.4750 -2.9900 2 2 0.2330 0.1230 0.1014
2.4750 -3.0400 2 2 0.2312 0.1222 0.1009
2.4750 -3.0900 2 2 0.2385 0.1260 0.1035
2.4750 -3.1410 2 2 0.2497 0.1320 0.1031
2.4750 -3.1910 2 2 0.2352 0.1242 0.1031
2.4750 -3.2410 2 2 0.2335 0.1235 0.0976
2.4750 -3.2910 2 2 0.2325 0.1227 0.1031
2.4750 -3.3420 2 2 0.2425 0.1280 0.0957
2.4750 -3.3920 2 2 0.2288 0.1210 0.1048
2.4750 -3.4420 2 2 0.2385 0.1260 0.0985
2.4750 -3.4920 2 2 0.2370 0.1253 0.0978
2.4750 -3.5430 2 2 0.2375 0.1253 0.0995
2.4750 -3.5930 2 2 0.2568 0.1355 0.1080
2.4750 -3.6430 2 2 0.2765 0.1459 0.1079
2.4750 -3.6930 2 2 0.2672 0.1412 0.1042
2.4750 -3.7440 2 2 0.2682 0.1417 0.1022
2.4750 -3.7940 2 2 0.2385 0.1258 0.1039
2.4750 -3.8440 2 2 0.2325 0.1227 0.1042
2.4750 -3.8940 2 2 0.2218 0.1170 0.1010
2.4750 -3.9450 2 2 0.2240 0.1182 0.0993
2.4750 -3.9950 2 2 0.2255 0.1190 0.0982
2.4750 -4.0450 2 2 0.2455 0.1298 0.1004
2.4750 -4.0950 2 2 0.2510 0.1328 0.1010
2.4750 -4.1460 2 2 0.2298 0.1215 0.1014
2.4750 -4.1960 2 2 0.2208 0.1167 0.1002
2.4750 -4.2460 2 2 0.2093 0.1105 0.0988
2.4750 -4.2960 2 2 0.2055 0.1085 0.0992
2.4750 -4.3470 2 2 0.2067 0.1092 0.0993
2.4750 -4.3970 2 2 0.2142 0.1130 0.0996
2.4750 -4.4470 2 2 0.2370 0.1250 0.0976
2.4750 -4.4970 2 2 0.2402 0.1270 0.0974
2.4750 -4.5480 2 2 0.2658 0.1403 0.0999
2.4750 -4.5980 2 2 0.2490 0.1315 0.1044
2.4750 -4.6480 2 2 0.2407 0.1273 0.1075
2.4750 -4.6980 2 2 0.2047 0.1082 0.0999
2.4750 -4.7490 2 2 0.2050 0.1080 0.1006
2.4750 -4.7990 2 2 0.2002 0.1055 0.0996
2.4750 -4.8490 2 2 0.1990 0.1050 0.0994
2.4750 -4.8990 2 2 0.1780 0.0940 0.1044
2.4750 -4.9500 2 2 0.1820 0.0960 0.1018
2.4750 -5.0000 2 2 0.1860 0.0980 0.0994
2.3740 5.0000 2 2 0.5897 0.3115 0.1016
2.3740 4.9500 2 2 0.6385 0.3372 0.1071
2.3740 4.8990 2 2 0.6732 0.3555 0.1106
2.3740 4.8490 2 2 0.7300 0.3852 0.1177
2.3740 4.7990 2 2 0.7300 0.3852 0.1162
2.3740 4.7490 2 2 0.8070 0.4263 0.1194
2.3740 4.6980 2 2 0.7638 0.4032 0.1139
2.3740 4.6480 2 2 0.7475 0.3947 0.1071
2.3740 4.5980 2 2 0.7783 0.4110 0.1097
2.3740 4.5480 2 2 0.8095 0.4273 0.1133
2.3740 4.4970 2 2 0.8450 0.4460 0.1182
2.3740 4.4470 2 2 0.8187 0.4323 0.1261
2.3740 4.3970 2 2 0.8760 0.4625 0.1216
2.3740 4.3470 2 2 0.9207 0.4862 0.1183
2.3740 4.2960 2 2 0.9475 0.5005 0.1284
2.3740 4.2460 2 2 0.8805 0.4650 0.1122
2.3740 4.1960 2 2 0.8105 0.4280 0.1096
2.3740 4.1460 2 2 0.7860 0.4150 0.1082
2.3740 4.0950 2 2 0.7562 0.3995 0.1053
2.3740 4.0450 2 2 0.7397 0.3908 0.1038
2.3740 3.9950 2 2 0.7130 0.3765 0.1111
2.3740 3.9450 2 2 0.7073 0.3735 0.1104
2.3740 3.8940 2 2 0.6987 0.3690 0.1003
2.3740 3.8440 2 2 0.6262 0.3310 0.1010
2.3740 3.7940 2 2 0.6650 0.3515 0.1044
2.3740 3.7440 2 2 0.7145 0.3775 0.1062
2.3740 3.6930 2 2 0.7950 0.4200 0.1100
2.3740 3.6430 2 2 0.8018 0.4233 0.1075
2.3740 3.5930 2 2 0.7457 0.3937 0.1084
2.3740 3.5430 2 2 0.7552 0.3990 0.1041
2.3740 3.4920 2 2 0.7760 0.4097 0.1066
2.3740 3.4420 2 2 0.8745 0.4615 0.1155
2.3740 3.3920 2 2 0.8595 0.4537 0.1343
2.3740 3.3420 2 2 0.9845 0.5200 0.1495
2.3740 3.2910 2 2 0.9470 0.5000 0.1189
2.3740 3.2410 2 2 0.9517 0.5025 0.1729
2.3740 3.1910 2 2 0.7815 0.4125 0.1171
2.3740 3.1410 2 2 0.7435 0.3928 0.1102
2.3740 3.0900 2 2 0.7452 0.3935 0.1006
2.3740 3.0400 2 2 0.7303 0.3858 0.1001
2.3740 2.9900 2 2 0.7677 0.4055 0.1031
2.3740 2.9400 2 2 0.7347 0.3880 0.1081
2.3740 2.8890 2 2 0.7085 0.3740 0.1116
2.3740 2.8390 2 2 0.6847 0.3615 0.1112
2.3740 2.7890 2 2 0.6440 0.3403 0.1059
2.3740 2.7390 2 2 0.6402 0.3380 0.1042
2.3740 2.6880 2 2 0.6192 0.3270 0.1010
2.3740 2.6380 2 2 0.6335 0.3345 0.1061
2.3740 2.5880 2 2 0.6683 0.3528 0.1035
2.3740 2.5380 2 2 0.6740 0.3560 0.1039
2.3740 2.4870 2 2 0.6655 0.3512 0.1078
2.3740 2.4370 2 2 0.6540 0.3453 0.1049
2.3740 2.3870 2 2 0.6670 0.3520 0.1045
2.3740 2.3370 2 2 0.6583 0.3477 0.1085
2.3740 2.2860 2 2 0.7022 0.3708 0.1052
2.3740 2.2360 2 2 0.7265 0.3835 0.1068
2.3740 2.1860 2 2 0.7568 0.3995 0.1098
2.3740 2.1360 2 2 0.7602 0.4015 0.1104
2.3740 2.0850 2 2 0.7635 0.4032 0.1143
2.3740 2.0350 2 2 0.7548 0.3982 0.1064
2.3740 1.9850 2 2 0.7385 0.3900 0.1043
2.3740 1.9350 2 2 0.7218 0.3810 0.1092
2.3740 1.8840 2 2 0.7825 0.4135 0.1107
2.3740 1.8340 2 2 0.7883 0.4163 0.1128
2.3740 1.7840 2 2 0.7401 0.3909 0.1081
2.3740 1.7340 2 2 0.7581 0.4002 0.1183
2.3740 1.6830 2 2 0.7762 0.4098 0.1245
2.3740 1.6330 2 2 0.7913 0.4178 0.1258
2.3740 1.5830 2 2 0.7515 0.3970 0.1200
2.3740 1.5330 2 2 0.7700 0.4065 0.1197
2.3740 1.4820 2 2 0.7690 0.4060 0.1124
2.3740 1.4320 2 2 0.8465 0.4467 0.1234
2.3740 1.3820 2 2 0.8895 0.4700 0.1227
2.3740 1.3320 2 2 0.8765 0.4630 0.1258
2.3740 1.2810 2 2 0.9353 0.4937 0.1235
2.3740 1.2310 2 2 1.0040 0.5300 0.1452
2.3740 1.1810 2 2 1.0023 0.5292 0.1341
2.3740 1.1310 2 2 0.9550 0.5043 0.1261
2.3740 1.0800 2 2 1.0595 0.5593 0.1302
2.3740 1.0300 2 2 1.1935 0.6302 0.1424
2.3740 0.9800 2 2 1.1907 0.6290 0.1303
2.3740 0.9300 2 2 1.2277 0.6480 0.1394
2.3740 0.8790 2 2 1.2565 0.6635 0.1466
2.3740 0.8290 2 2 1.2692 0.6703 0.1550
2.3740 0.7790 2 2 1.4015 0.7403 0.1571
2.3740 0.7290 2 2 1.4240 0.7520 0.1709
2.3740 0.6780 2 2 1.5132 0.7990 0.2086
2.3740 0.6280 2 2 1.5758 0.8317 0.1879
2.3740 0.5780 2 2 1.4845 0.7840 0.1709
2.3740 0.5280 2 2 1.6460 0.8690 0.2247
2.3740 0.4770 2 2 2.0470 1.0810 0.2883
2.3740 0.4270 2 2 2.5973 1.3713 0.3884
2.3740 0.3770 2 2 2.6612 1.4050 0.3116
2.3740 0.3270 2 2 2.7203 1.4365 0.5071
2.3740 0.2760 2 2 2.7690 1.4620 0.5054
2.3740 0.2260 2 2 2.8460 1.5028 0.4928
2.3740 0.1760 2 2 2.8847 1.5232 0.4597
2.3740 0.1260 2 2 2.8922 1.5270 0.5441
2.3740 0.0750 2 2 2.9870 1.5770 0.4197
2.3740 0.0250 2 2 2.8555 1.5075 0.5773
2.3740 -0.0250 2 2 2.9280 1.5460 0.5936
2.3740 -0.0750 2 2 2.8540 1.5070 0.6061
2.3740 -0.1260 2 2 2.9490 1.5570 0.6698
2.3740 -0.1760 2 2 2.9775 1.5720 0.6391
2.3740 -0.2260 2 2 2.9790 1.5730 0.4381
2.3740 -0.2760 2 2 2.7090 1.4303 0.4807
2.3740 -0.3270 2 2 2.7195 1.4360 0.4368
2.3740 -0.3770 2 2 2.6340 1.3910 0.3260
2.3740 -0.4270 2 2 2.5938 1.3695 0.2887
2.3740 -0.4770 2 2 2.7860 1.4710 0.3971
2.3740 -0.5280 2 2 2.9140 1.5385 0.4580
2.3740 -0.5780 2 2 3.0020 1.5850 0.4197
2.3740 -0.6280 2 2 2.5122 1.3265 0.3235
2.3740 -0.6780 2 2 2.7365 1.4450 0.3597
2.3740 -0.7290 2 2 2.5005 1.3200 0.2602
2.3740 -0.7790 2 2 2.6322 1.3900 0.3089
2.3740 -0.8290 2 2 2.3730 1.2530 0.2382
2.3740 -0.8790 2 2 2.2595 1.1932 0.2092
2.3740 -0.9300 2 2 1.7860 0.9427 0.2354
2.3740 -0.9800 2 2 1.4600 0.7710 0.2287
2.3740 -1.0300 2 2 1.3802 0.7285 0.1867
2.3740 -1.0800 2 2 1.4557 0.7685 0.2518
2.3740 -1.1310 2 2 1.2140 0.6410 0.1535
2.3740 -1.1810 2 2 1.2273 0.6480 0.2161
2.3740 -1.2310 2 2 1.5540 0.8205 0.2721
2.3740 -1.2810 2 2 1.2692 0.6703 0.2017
2.3740 -1.3320 2 2 1.1400 0.6020 0.2117
2.3740 -1.3820 2 2 1.0795 0.5700 0.1822
2.3740 -1.4320 2 2 1.0740 0.5675 0.1609
2.3740 -1.4820 2 2 1.0442 0.5513 0.1329
2.3740 -1.5330 2 2 1.1038 0.5828 0.1396
2.3740 -1.5830 2 2 1.2545 0.6625 0.3742
2.3740 -1.6330 2 2 0.9465 0.4998 0.1644
2.3740 -1.6830 2 2 0.7765 0.4100 0.1283
2.3740 -1.7340 2 2 0.7138 0.3770 0.1291
2.3740 -1.7840 2 2 0.6505 0.3435 0.1141
2.3740 -1.8340 2 2 0.7150 0.3778 0.1174
2.3740 -1.8840 2 2 0.7055 0.3728 0.1137
2.3740 -1.9350 2 2 0.6687 0.3530 0.1144
2.3740 -1.9850 2 2 0.6022 0.3180 0.1097
2.3740 -2.0350 2 2 0.5518 0.2912 0.1110
2.3740 -2.0850 2 2 0.5120 0.2705 0.1091
2.3740 -2.1360 2 2 0.4892 0.2582 0.1070
2.3740 -2.1860 2 2 0.4990 0.2635 0.1105
2.3740 -2.2360 2 2 0.4630 0.2445 0.1035
2.3740 -2.2860 2 2 0.4407 0.2325 0.1027
2.3740 -2.3370 2 2 0.4015 0.2117 0.1078
2.3740 -2.3870 2 2 0.3760 0.1985 0.1048
2.3740 -2.4370 2 2 0.3550 0.1875 0.1030
2.3740 -2.4870 2 2 0.3523 0.1860 0.1024
2.3740 -2.5380 2 2 0.3608 0.1908 0.1053
2.3740 -2.5880 2 2 0.4030 0.2130 0.1106
2.3740 -2.6380 2 2 0.3960 0.2090 0.1233
2.3740 -2.6880 2 2 0.3700 0.1953 0.1105
2.3740 -2.7390 2 2 0.3535 0.1865 0.1122
2.3740 -2.7890 2 2 0.2997 0.1583 0.1044
2.3740 -2.8390 2 2 0.2720 0.1435 0.1067
2.3740 -2.8890 2 2 0.2727 0.1438 0.1058
2.3740 -2.9400 2 2 0.2472 0.1305 0.1023
2.3740 -2.9900 2 2 0.2698 0.1425 0.1037
2.3740 -3.0400 2 2 0.2915 0.1540 0.1068
2.3740 -3.0900 2 2 0.2452 0.1295 0.1035
2.3740 -3.1410 2 2 0.2495 0.1318 0.1034
2.3740 -3.1910 2 2 0.2562 0.1353 0.1044
2.3740 -3.2410 2 2 0.2628 0.1385 0.1027
2.3740 -3.2910 2 2 0.2853 0.1507 0.1002
2.3740 -3.3420 2 2 0.2555 0.1348 0.1030
2.3740 -3.3920 2 2 0.2317 0.1222 0.1049
2.3740 -3.4420 2 2 0.2332 0.1232 0.1035
2.3740 -3.4920 2 2 0.2273 0.1200 0.0995
2.3740 -3.5430 2 2 0.2420 0.1278 0.0995
2.3740 -3.5930 2 2 0.2492 0.1315 0.1018
2.3740 -3.6430 2 2 0.2608 0.1376 0.1028
2.3740 -3.6930 2 2 0.2617 0.1383 0.1040
2.3740 -3.7440 2 2 0.2658 0.1403 0.1046
2.3740 -3.7940 2 2 0.2502 0.1320 0.1058
2.3740 -3.8440 2 2 0.2462 0.1300 0.1062
2.3740 -3.8940 2 2 0.2245 0.1185 0.0979
2.3740 -3.9450 2 2 0.2322 0.1222 0.0986
2.3740 -3.9950 2 2 0.2370 0.1250 0.0990
2.3740 -4.0450 2 2 0.2260 0.1195 0.1002
2.3740 -4.0950 2 2 0.2223 0.1172 0.1006
2.3740 -4.1460 2 2 0.2442 0.1290 0.1029
