#l b boxsize ext_law ejk ak error_ejk
-2.2730 -4.7490 2 2 0.3665 0.1935 0.1148
-2.2730 -4.7990 2 2 0.3500 0.1850 0.1144
-2.2730 -4.8490 2 2 0.3455 0.1825 0.1148
-2.2730 -4.8990 2 2 0.3483 0.1838 0.1197
-2.2730 -4.9500 2 2 0.3355 0.1770 0.1143
-2.2730 -5.0000 2 2 0.3175 0.1675 0.1084
-2.3740 5.0000 2 2 0.4700 0.2480 0.1023
-2.3740 4.9500 2 2 0.4695 0.2475 0.1036
-2.3740 4.8990 2 2 0.4950 0.2615 0.1037
-2.3740 4.8490 2 2 0.4825 0.2550 0.1084
-2.3740 4.7990 2 2 0.5105 0.2695 0.1078
-2.3740 4.7490 2 2 0.5443 0.2875 0.1022
-2.3740 4.6980 2 2 0.5790 0.3058 0.1044
-2.3740 4.6480 2 2 0.5670 0.2995 0.1082
-2.3740 4.5980 2 2 0.5713 0.3015 0.1048
-2.3740 4.5480 2 2 0.5613 0.2963 0.1099
-2.3740 4.4970 2 2 0.5862 0.3097 0.1126
-2.3740 4.4470 2 2 0.5180 0.2735 0.1009
-2.3740 4.3970 2 2 0.5438 0.2873 0.1012
-2.3740 4.3470 2 2 0.5575 0.2945 0.0996
-2.3740 4.2960 2 2 0.5955 0.3145 0.1044
-2.3740 4.2460 2 2 0.5713 0.3018 0.1098
-2.3740 4.1960 2 2 0.5955 0.3147 0.1107
-2.3740 4.1460 2 2 0.6407 0.3382 0.1210
-2.3740 4.0950 2 2 0.6070 0.3208 0.1152
-2.3740 4.0450 2 2 0.5585 0.2950 0.1102
-2.3740 3.9950 2 2 0.6065 0.3203 0.1239
-2.3740 3.9450 2 2 0.5945 0.3139 0.1181
-2.3740 3.8940 2 2 0.5710 0.3013 0.1090
-2.3740 3.8440 2 2 0.5295 0.2795 0.1067
-2.3740 3.7940 2 2 0.5080 0.2680 0.1056
-2.3740 3.7440 2 2 0.4995 0.2638 0.1033
-2.3740 3.6930 2 2 0.5200 0.2745 0.1039
-2.3740 3.6430 2 2 0.5098 0.2690 0.1000
-2.3740 3.5930 2 2 0.5170 0.2730 0.1009
-2.3740 3.5430 2 2 0.5068 0.2675 0.1095
-2.3740 3.4920 2 2 0.4840 0.2555 0.1027
-2.3740 3.4420 2 2 0.4920 0.2600 0.1036
-2.3740 3.3920 2 2 0.5120 0.2705 0.1022
-2.3740 3.3420 2 2 0.5310 0.2805 0.1016
-2.3740 3.2910 2 2 0.5030 0.2658 0.1078
-2.3740 3.2410 2 2 0.4920 0.2600 0.0994
-2.3740 3.1910 2 2 0.4465 0.2355 0.1005
-2.3740 3.1410 2 2 0.4555 0.2405 0.1056
-2.3740 3.0900 2 2 0.4982 0.2630 0.1077
-2.3740 3.0400 2 2 0.5138 0.2712 0.1089
-2.3740 2.9900 2 2 0.5927 0.3127 0.1110
-2.3740 2.9400 2 2 0.5312 0.2805 0.1083
-2.3740 2.8890 2 2 0.5837 0.3081 0.1152
-2.3740 2.8390 2 2 0.6050 0.3195 0.1216
-2.3740 2.7890 2 2 0.5000 0.2640 0.1031
-2.3740 2.7390 2 2 0.4925 0.2600 0.1096
-2.3740 2.6880 2 2 0.5162 0.2725 0.1029
-2.3740 2.6380 2 2 0.5627 0.2970 0.1130
-2.3740 2.5880 2 2 0.6170 0.3260 0.1227
-2.3740 2.5380 2 2 0.6162 0.3252 0.1132
-2.3740 2.4870 2 2 0.5775 0.3047 0.1173
-2.3740 2.4370 2 2 0.5870 0.3100 0.1172
-2.3740 2.3870 2 2 0.6270 0.3310 0.1160
-2.3740 2.3370 2 2 0.7032 0.3712 0.1085
-2.3740 2.2860 2 2 0.7385 0.3900 0.1139
-2.3740 2.2360 2 2 0.7100 0.3750 0.1097
-2.3740 2.1860 2 2 0.7230 0.3815 0.1149
-2.3740 2.1360 2 2 0.8160 0.4310 0.1160
-2.3740 2.0850 2 2 0.7570 0.3995 0.1169
-2.3740 2.0350 2 2 0.7320 0.3865 0.1142
-2.3740 1.9850 2 2 0.8518 0.4500 0.1473
-2.3740 1.9350 2 2 0.8120 0.4290 0.1352
-2.3740 1.8840 2 2 0.7408 0.3910 0.1231
-2.3740 1.8340 2 2 0.7108 0.3750 0.1212
-2.3740 1.7840 2 2 0.6815 0.3600 0.1211
-2.3740 1.7340 2 2 0.7413 0.3915 0.1245
-2.3740 1.6830 2 2 0.8033 0.4240 0.1275
-2.3740 1.6330 2 2 0.8730 0.4610 0.1317
-2.3740 1.5830 2 2 0.9505 0.5017 0.1402
-2.3740 1.5330 2 2 1.0410 0.5495 0.1563
-2.3740 1.4820 2 2 1.0002 0.5280 0.1521
-2.3740 1.4320 2 2 0.9265 0.4892 0.1443
-2.3740 1.3820 2 2 0.8585 0.4535 0.1258
-2.3740 1.3320 2 2 0.7973 0.4208 0.1277
-2.3740 1.2810 2 2 0.7620 0.4025 0.1228
-2.3740 1.2310 2 2 0.8687 0.4587 0.1530
-2.3740 1.1810 2 2 0.8742 0.4618 0.1355
-2.3740 1.1310 2 2 0.8612 0.4547 0.1275
-2.3740 1.0800 2 2 0.9485 0.5010 0.1572
-2.3740 1.0300 2 2 1.0595 0.5593 0.1674
-2.3740 0.9800 2 2 1.0460 0.5522 0.1608
-2.3740 0.9300 2 2 1.0617 0.5603 0.1516
-2.3740 0.8790 2 2 1.2403 0.6545 0.1828
-2.3740 0.8290 2 2 1.4127 0.7460 0.2138
-2.3740 0.7790 2 2 1.5718 0.8300 0.2610
-2.3740 0.7290 2 2 1.5040 0.7940 0.2615
-2.3740 0.6780 2 2 1.9423 1.0252 0.4030
-2.3740 0.6280 2 2 2.3150 1.2223 0.3308
-2.3740 0.5780 2 2 2.1587 1.1398 0.3183
-2.3740 0.5280 2 2 2.1313 1.1255 0.3185
-2.3740 0.4770 2 2 2.2675 1.1970 0.3177
-2.3740 0.4270 2 2 2.2520 1.1890 0.3136
-2.3740 0.3770 2 2 2.3792 1.2563 0.3401
-2.3740 0.3270 2 2 2.4668 1.3025 0.3389
-2.3740 0.2760 2 2 2.6067 1.3765 0.2743
-2.3740 0.2260 2 2 2.9485 1.5568 0.4683
-2.3740 0.1760 2 2 3.3290 1.7577 0.3612
-2.3740 0.1260 2 2 3.4155 1.8035 0.3484
-2.3740 0.0750 2 2 3.9120 2.0655 0.3278
-2.3740 0.0250 2 2 3.3575 1.7730 0.2970
-2.3740 -0.0250 2 2 3.4223 1.8067 0.4216
-2.3740 -0.0750 2 2 3.5425 1.8708 0.3600
-2.3740 -0.1260 2 2 3.6632 1.9343 0.4606
-2.3740 -0.1760 2 2 3.5825 1.8918 0.4626
-2.3740 -0.2260 2 2 3.3083 1.7468 0.3607
-2.3740 -0.2760 2 2 3.6338 1.9185 0.3833
-2.3740 -0.3270 2 2 1.9920 1.0520 0.5341
-2.3740 -0.3770 2 2 3.0545 1.6125 0.4042
-2.3740 -0.4270 2 2 2.7230 1.4377 0.2829
-2.3740 -0.4770 2 2 2.5228 1.3323 0.2590
-2.3740 -0.5280 2 2 2.3603 1.2460 0.2516
-2.3740 -0.5780 2 2 2.7168 1.4343 0.3306
-2.3740 -0.6280 2 2 2.9600 1.5628 0.9562
-2.3740 -0.6780 2 2 2.8072 1.4823 0.3908
-2.3740 -0.7290 2 2 2.5658 1.3545 0.2679
-2.3740 -0.7790 2 2 2.4257 1.2808 0.2767
-2.3740 -0.8290 2 2 2.2252 1.1750 0.2184
-2.3740 -0.8790 2 2 2.1198 1.1193 0.2357
-2.3740 -0.9300 2 2 2.1175 1.1182 0.2172
-2.3740 -0.9800 2 2 1.9320 1.0200 0.2268
-2.3740 -1.0300 2 2 1.9512 1.0303 0.2687
-2.3740 -1.0800 2 2 2.0715 1.0938 0.2519
-2.3740 -1.1310 2 2 1.8630 0.9838 0.1936
-2.3740 -1.1810 2 2 1.7005 0.8980 0.1760
-2.3740 -1.2310 2 2 1.6752 0.8845 0.1807
-2.3740 -1.2810 2 2 1.6880 0.8910 0.1597
-2.3740 -1.3320 2 2 1.6808 0.8872 0.1628
-2.3740 -1.3820 2 2 1.7117 0.9040 0.1978
-2.3740 -1.4320 2 2 1.7465 0.9225 0.2268
-2.3740 -1.4820 2 2 1.9960 1.0540 0.3021
-2.3740 -1.5330 2 2 1.8063 0.9537 0.2410
-2.3740 -1.5830 2 2 1.8310 0.9670 0.2492
-2.3740 -1.6330 2 2 1.6587 0.8755 0.2443
-2.3740 -1.6830 2 2 1.7548 0.9265 0.1875
-2.3740 -1.7340 2 2 1.7905 0.9455 0.1757
-2.3740 -1.7840 2 2 1.9130 1.0100 0.1924
-2.3740 -1.8340 2 2 2.0775 1.0968 0.2356
-2.3740 -1.8840 2 2 1.6692 0.8812 0.1975
-2.3740 -1.9350 2 2 1.5038 0.7940 0.1576
-2.3740 -1.9850 2 2 1.6890 0.8920 0.1674
-2.3740 -2.0350 2 2 1.6147 0.8528 0.1409
-2.3740 -2.0850 2 2 1.5938 0.8415 0.1541
-2.3740 -2.1360 2 2 1.7270 0.9118 0.1599
-2.3740 -2.1860 2 2 1.7010 0.8983 0.1799
-2.3740 -2.2360 2 2 1.4685 0.7752 0.1659
-2.3740 -2.2860 2 2 1.3575 0.7170 0.1296
-2.3740 -2.3370 2 2 1.2888 0.6805 0.1296
-2.3740 -2.3870 2 2 1.1947 0.6310 0.1272
-2.3740 -2.4370 2 2 1.0340 0.5460 0.1124
-2.3740 -2.4870 2 2 1.0760 0.5682 0.1335
-2.3740 -2.5380 2 2 1.0497 0.5542 0.1221
-2.3740 -2.5880 2 2 0.9545 0.5040 0.1171
-2.3740 -2.6380 2 2 0.8900 0.4700 0.1296
-2.3740 -2.6880 2 2 0.7935 0.4190 0.1258
-2.3740 -2.7390 2 2 0.7170 0.3785 0.1199
-2.3740 -2.7890 2 2 0.7430 0.3923 0.1462
-2.3740 -2.8390 2 2 0.7195 0.3798 0.1327
-2.3740 -2.8890 2 2 0.6817 0.3600 0.1541
-2.3740 -2.9400 2 2 0.5268 0.2780 0.1205
-2.3740 -2.9900 2 2 0.4850 0.2560 0.1024
-2.3740 -3.0400 2 2 0.4465 0.2358 0.0996
-2.3740 -3.0900 2 2 0.3950 0.2085 0.1023
-2.3740 -3.1410 2 2 0.4060 0.2145 0.1038
-2.3740 -3.1910 2 2 0.4360 0.2300 0.1018
-2.3740 -3.2410 2 2 0.4470 0.2360 0.1018
-2.3740 -3.2910 2 2 0.4898 0.2585 0.1113
-2.3740 -3.3420 2 2 0.4637 0.2447 0.1012
-2.3740 -3.3920 2 2 0.5020 0.2650 0.1070
-2.3740 -3.4420 2 2 0.4627 0.2445 0.1038
-2.3740 -3.4920 2 2 0.4215 0.2225 0.0993
-2.3740 -3.5430 2 2 0.3978 0.2100 0.1028
-2.3740 -3.5930 2 2 0.3790 0.2000 0.1003
-2.3740 -3.6430 2 2 0.3520 0.1860 0.1050
-2.3740 -3.6930 2 2 0.3465 0.1830 0.1044
-2.3740 -3.7440 2 2 0.3280 0.1730 0.1024
-2.3740 -3.7940 2 2 0.3195 0.1685 0.0983
-2.3740 -3.8440 2 2 0.3180 0.1680 0.0977
-2.3740 -3.8940 2 2 0.3520 0.1860 0.1006
-2.3740 -3.9450 2 2 0.3608 0.1905 0.1024
-2.3740 -3.9950 2 2 0.3670 0.1940 0.1037
-2.3740 -4.0450 2 2 0.3330 0.1760 0.1012
-2.3740 -4.0950 2 2 0.3322 0.1755 0.1023
-2.3740 -4.1460 2 2 0.3310 0.1750 0.1044
-2.3740 -4.1960 2 2 0.3150 0.1665 0.1037
-2.3740 -4.2460 2 2 0.2990 0.1580 0.1031
-2.3740 -4.2960 2 2 0.2900 0.1530 0.1031
-2.3740 -4.3470 2 2 0.2998 0.1583 0.1037
-2.3740 -4.3970 2 2 0.3310 0.1750 0.1056
-2.3740 -4.4470 2 2 0.3638 0.1922 0.1079
-2.3740 -4.4970 2 2 0.3690 0.1950 0.1083
-2.3740 -4.5480 2 2 0.3830 0.2020 0.1138
-2.3740 -4.5980 2 2 0.3538 0.1867 0.1060
-2.3740 -4.6480 2 2 0.3370 0.1780 0.1018
-2.3740 -4.6980 2 2 0.3500 0.1850 0.1167
-2.3740 -4.7490 2 2 0.3832 0.2025 0.1211
-2.3740 -4.7990 2 2 0.3655 0.1930 0.1209
-2.3740 -4.8490 2 2 0.3632 0.1920 0.1217
-2.3740 -4.8990 2 2 0.2655 0.1405 0.1109
-2.3740 -4.9500 2 2 0.2648 0.1400 0.1078
-2.3740 -5.0000 2 2 0.2625 0.1385 0.1045
-2.4750 5.0000 2 2 0.5148 0.2720 0.1078
-2.4750 4.9500 2 2 0.4950 0.2615 0.1099
-2.4750 4.8990 2 2 0.4810 0.2540 0.1110
-2.4750 4.8490 2 2 0.5015 0.2648 0.1030
-2.4750 4.7990 2 2 0.5090 0.2688 0.0968
-2.4750 4.7490 2 2 0.5597 0.2958 0.1104
-2.4750 4.6980 2 2 0.6042 0.3192 0.1127
-2.4750 4.6480 2 2 0.6058 0.3197 0.1131
-2.4750 4.5980 2 2 0.6325 0.3343 0.1127
-2.4750 4.5480 2 2 0.6315 0.3332 0.1099
-2.4750 4.4970 2 2 0.5992 0.3165 0.1040
-2.4750 4.4470 2 2 0.4997 0.2638 0.0957
-2.4750 4.3970 2 2 0.4965 0.2620 0.1010
-2.4750 4.3470 2 2 0.5302 0.2800 0.1071
-2.4750 4.2960 2 2 0.5807 0.3065 0.1197
-2.4750 4.2460 2 2 0.6943 0.3665 0.1272
-2.4750 4.1960 2 2 0.7455 0.3935 0.1185
-2.4750 4.1460 2 2 0.7150 0.3772 0.1104
-2.4750 4.0950 2 2 0.6530 0.3450 0.1232
-2.4750 4.0450 2 2 0.5495 0.2900 0.1117
-2.4750 3.9950 2 2 0.5539 0.2924 0.1114
-2.4750 3.9450 2 2 0.5411 0.2856 0.1045
-2.4750 3.8940 2 2 0.5370 0.2835 0.1031
-2.4750 3.8440 2 2 0.5288 0.2792 0.1093
-2.4750 3.7940 2 2 0.5400 0.2850 0.1056
-2.4750 3.7440 2 2 0.4888 0.2582 0.1112
-2.4750 3.6930 2 2 0.4855 0.2562 0.1060
-2.4750 3.6430 2 2 0.5008 0.2645 0.1026
-2.4750 3.5930 2 2 0.5175 0.2730 0.1082
-2.4750 3.5430 2 2 0.5270 0.2785 0.1071
-2.4750 3.4920 2 2 0.5280 0.2790 0.1071
-2.4750 3.4420 2 2 0.5340 0.2820 0.1096
-2.4750 3.3920 2 2 0.5600 0.2957 0.1019
-2.4750 3.3420 2 2 0.5378 0.2840 0.1147
-2.4750 3.2910 2 2 0.5303 0.2797 0.1068
-2.4750 3.2410 2 2 0.4910 0.2590 0.1031
-2.4750 3.1910 2 2 0.4820 0.2545 0.1078
-2.4750 3.1410 2 2 0.4600 0.2430 0.1025
-2.4750 3.0900 2 2 0.4885 0.2580 0.1023
-2.4750 3.0400 2 2 0.5258 0.2777 0.1082
-2.4750 2.9900 2 2 0.6028 0.3182 0.1059
-2.4750 2.9400 2 2 0.5755 0.3040 0.1088
-2.4750 2.8890 2 2 0.4954 0.2616 0.1084
-2.4750 2.8390 2 2 0.5049 0.2667 0.1108
-2.4750 2.7890 2 2 0.5000 0.2640 0.1044
-2.4750 2.7390 2 2 0.5163 0.2725 0.1150
-2.4750 2.6880 2 2 0.5225 0.2757 0.1128
-2.4750 2.6380 2 2 0.5605 0.2960 0.1057
-2.4750 2.5880 2 2 0.6290 0.3320 0.1197
-2.4750 2.5380 2 2 0.5992 0.3163 0.1135
-2.4750 2.4870 2 2 0.5447 0.2878 0.1177
-2.4750 2.4370 2 2 0.5175 0.2730 0.1070
-2.4750 2.3870 2 2 0.5660 0.2990 0.1044
-2.4750 2.3370 2 2 0.5785 0.3055 0.1126
-2.4750 2.2860 2 2 0.5842 0.3085 0.1082
-2.4750 2.2360 2 2 0.5880 0.3105 0.1107
-2.4750 2.1860 2 2 0.6268 0.3310 0.1152
-2.4750 2.1360 2 2 0.6530 0.3450 0.1175
-2.4750 2.0850 2 2 0.6733 0.3555 0.1158
-2.4750 2.0350 2 2 0.6800 0.3590 0.1145
-2.4750 1.9850 2 2 0.6495 0.3427 0.1130
-2.4750 1.9350 2 2 0.5810 0.3070 0.1227
-2.4750 1.8840 2 2 0.5923 0.3130 0.1200
-2.4750 1.8340 2 2 0.5620 0.2965 0.1142
-2.4750 1.7840 2 2 0.6125 0.3235 0.1144
-2.4750 1.7340 2 2 0.6887 0.3635 0.1177
-2.4750 1.6830 2 2 0.7157 0.3778 0.1207
-2.4750 1.6330 2 2 0.7175 0.3788 0.1300
-2.4750 1.5830 2 2 0.7122 0.3760 0.1349
-2.4750 1.5330 2 2 0.6860 0.3625 0.1336
-2.4750 1.4820 2 2 0.7760 0.4097 0.1344
-2.4750 1.4320 2 2 0.7838 0.4140 0.1410
-2.4750 1.3820 2 2 0.7670 0.4050 0.1368
-2.4750 1.3320 2 2 0.7335 0.3872 0.1362
-2.4750 1.2810 2 2 0.7930 0.4188 0.1574
-2.4750 1.2310 2 2 0.8742 0.4615 0.1438
-2.4750 1.1810 2 2 0.8340 0.4402 0.1457
-2.4750 1.1310 2 2 0.8490 0.4485 0.1462
-2.4750 1.0800 2 2 0.9293 0.4905 0.1755
-2.4750 1.0300 2 2 1.0048 0.5305 0.1805
-2.4750 0.9800 2 2 1.0180 0.5378 0.1812
-2.4750 0.9300 2 2 1.1298 0.5965 0.1923
-2.4750 0.8790 2 2 1.2030 0.6350 0.2111
-2.4750 0.8290 2 2 1.2468 0.6583 0.1788
-2.4750 0.7790 2 2 1.3935 0.7358 0.2249
-2.4750 0.7290 2 2 1.3535 0.7145 0.3638
-2.4750 0.6780 2 2 1.7960 0.9483 0.3148
-2.4750 0.6280 2 2 2.2320 1.1785 0.3695
-2.4750 0.5780 2 2 2.3323 1.2315 0.3315
-2.4750 0.5280 2 2 2.2477 1.1870 0.3471
-2.4750 0.4770 2 2 2.4805 1.3097 0.3325
-2.4750 0.4270 2 2 2.4995 1.3195 0.2864
-2.4750 0.3770 2 2 2.5097 1.3250 0.3283
-2.4750 0.3270 2 2 2.5613 1.3523 0.3456
-2.4750 0.2760 2 2 2.5602 1.3520 0.3472
-2.4750 0.2260 2 2 2.9565 1.5610 0.4495
-2.4750 0.1760 2 2 3.8178 2.0157 0.3355
-2.4750 0.1260 2 2 3.3880 1.7890 0.3697
-2.4750 0.0750 2 2 3.5128 1.8548 0.3512
-2.4750 0.0250 2 2 3.6117 1.9070 0.4701
-2.4750 -0.0250 2 2 3.2913 1.7380 0.3542
-2.4750 -0.0750 2 2 2.8748 1.5177 0.3004
-2.4750 -0.1260 2 2 2.8595 1.5097 0.3376
-2.4750 -0.1760 2 2 3.0540 1.6122 0.3444
-2.4750 -0.2260 2 2 3.0492 1.6100 0.3895
-2.4750 -0.2760 2 2 3.1430 1.6595 0.3664
-2.4750 -0.3270 2 2 3.7908 2.0015 0.1798
-2.4750 -0.3770 2 2 3.3830 1.7860 0.3768
-2.4750 -0.4270 2 2 3.1387 1.6570 0.3540
-2.4750 -0.4770 2 2 3.0195 1.5942 0.2977
-2.4750 -0.5280 2 2 2.9410 1.5528 0.4078
-2.4750 -0.5780 2 2 3.1445 1.6602 0.3627
-2.4750 -0.6280 2 2 2.7840 1.4700 0.3583
-2.4750 -0.6780 2 2 2.5112 1.3260 0.3051
-2.4750 -0.7290 2 2 2.3942 1.2643 0.2461
-2.4750 -0.7790 2 2 2.4312 1.2840 0.2592
-2.4750 -0.8290 2 2 2.3225 1.2262 0.2356
-2.4750 -0.8790 2 2 1.9797 1.0453 0.2166
-2.4750 -0.9300 2 2 2.0390 1.0765 0.2653
-2.4750 -0.9800 2 2 1.8357 0.9692 0.2473
-2.4750 -1.0300 2 2 1.8205 0.9612 0.1690
-2.4750 -1.0800 2 2 1.9955 1.0537 0.1983
-2.4750 -1.1310 2 2 1.9167 1.0120 0.1851
-2.4750 -1.1810 2 2 1.9352 1.0217 0.2129
-2.4750 -1.2310 2 2 1.8390 0.9708 0.1693
-2.4750 -1.2810 2 2 1.7908 0.9455 0.1569
-2.4750 -1.3320 2 2 1.7410 0.9193 0.1808
-2.4750 -1.3820 2 2 1.6535 0.8730 0.1907
-2.4750 -1.4320 2 2 1.5885 0.8385 0.1879
-2.4750 -1.4820 2 2 1.5755 0.8320 0.1616
-2.4750 -1.5330 2 2 1.6435 0.8675 0.1590
-2.4750 -1.5830 2 2 1.6945 0.8945 0.1621
-2.4750 -1.6330 2 2 1.7805 0.9400 0.1607
-2.4750 -1.6830 2 2 1.8510 0.9770 0.1854
-2.4750 -1.7340 2 2 2.0375 1.0760 0.2231
-2.4750 -1.7840 2 2 1.7100 0.9030 0.2154
-2.4750 -1.8340 2 2 1.8000 0.9505 0.2122
-2.4750 -1.8840 2 2 1.8350 0.9690 0.1979
-2.4750 -1.9350 2 2 1.8180 0.9600 0.1960
-2.4750 -1.9850 2 2 1.6700 0.8820 0.1604
-2.4750 -2.0350 2 2 1.7115 0.9040 0.1872
-2.4750 -2.0850 2 2 1.6110 0.8505 0.1575
-2.4750 -2.1360 2 2 1.5625 0.8250 0.1577
-2.4750 -2.1860 2 2 1.5375 0.8120 0.1479
-2.4750 -2.2360 2 2 1.4000 0.7395 0.1418
-2.4750 -2.2860 2 2 1.2735 0.6725 0.1353
-2.4750 -2.3370 2 2 1.3285 0.7015 0.1294
-2.4750 -2.3870 2 2 1.2655 0.6680 0.1868
-2.4750 -2.4370 2 2 1.1760 0.6210 0.1426
-2.4750 -2.4870 2 2 1.1525 0.6085 0.1371
-2.4750 -2.5380 2 2 1.1057 0.5840 0.1512
-2.4750 -2.5880 2 2 0.9873 0.5212 0.1252
-2.4750 -2.6380 2 2 0.9850 0.5200 0.1304
-2.4750 -2.6880 2 2 0.9985 0.5272 0.1605
-2.4750 -2.7390 2 2 1.2512 0.6605 0.3090
-2.4750 -2.7890 2 2 0.8450 0.4463 0.2028
-2.4750 -2.8390 2 2 0.5822 0.3075 0.1067
-2.4750 -2.8890 2 2 0.5533 0.2922 0.1107
-2.4750 -2.9400 2 2 0.5275 0.2785 0.1100
-2.4750 -2.9900 2 2 0.4830 0.2550 0.1097
-2.4750 -3.0400 2 2 0.4670 0.2465 0.0996
-2.4750 -3.0900 2 2 0.4455 0.2352 0.1077
-2.4750 -3.1410 2 2 0.4218 0.2228 0.0967
-2.4750 -3.1910 2 2 0.4280 0.2260 0.1031
-2.4750 -3.2410 2 2 0.4130 0.2180 0.1056
-2.4750 -3.2910 2 2 0.3910 0.2065 0.1047
-2.4750 -3.3420 2 2 0.4352 0.2300 0.0988
-2.4750 -3.3920 2 2 0.4275 0.2258 0.1035
-2.4750 -3.4420 2 2 0.4277 0.2260 0.1076
-2.4750 -3.4920 2 2 0.4342 0.2290 0.1045
-2.4750 -3.5430 2 2 0.4150 0.2193 0.1034
-2.4750 -3.5930 2 2 0.3910 0.2065 0.0984
-2.4750 -3.6430 2 2 0.3660 0.1930 0.0965
-2.4750 -3.6930 2 2 0.3585 0.1893 0.0989
-2.4750 -3.7440 2 2 0.3260 0.1720 0.1103
-2.4750 -3.7940 2 2 0.3160 0.1670 0.1031
-2.4750 -3.8440 2 2 0.3140 0.1660 0.1018
-2.4750 -3.8940 2 2 0.3390 0.1790 0.1024
-2.4750 -3.9450 2 2 0.3610 0.1905 0.1040
-2.4750 -3.9950 2 2 0.3750 0.1980 0.1050
-2.4750 -4.0450 2 2 0.3940 0.2080 0.1056
-2.4750 -4.0950 2 2 0.3732 0.1972 0.1048
-2.4750 -4.1460 2 2 0.3330 0.1760 0.1031
-2.4750 -4.1960 2 2 0.3145 0.1660 0.1025
-2.4750 -4.2460 2 2 0.2950 0.1560 0.1018
-2.4750 -4.2960 2 2 0.3010 0.1590 0.0977
-2.4750 -4.3470 2 2 0.3035 0.1605 0.0989
-2.4750 -4.3970 2 2 0.3110 0.1640 0.1024
-2.4750 -4.4470 2 2 0.3505 0.1850 0.1040
-2.4750 -4.4970 2 2 0.3580 0.1890 0.1044
-2.4750 -4.5480 2 2 0.3390 0.1790 0.1037
-2.4750 -4.5980 2 2 0.3248 0.1715 0.1014
-2.4750 -4.6480 2 2 0.3160 0.1670 0.1000
-2.4750 -4.6980 2 2 0.3370 0.1780 0.1056
-2.4750 -4.7490 2 2 0.3023 0.1598 0.1032
-2.4750 -4.7990 2 2 0.2797 0.1478 0.1037
-2.4750 -4.8490 2 2 0.2705 0.1430 0.1038
-2.4750 -4.8990 2 2 0.2265 0.1195 0.1043
-2.4750 -4.9500 2 2 0.2290 0.1207 0.1033
-2.4750 -5.0000 2 2 0.2320 0.1225 0.1025
-2.5760 5.0000 2 2 0.4602 0.2430 0.1084
-2.5760 4.9500 2 2 0.4730 0.2495 0.1055
-2.5760 4.8990 2 2 0.4835 0.2550 0.1044
-2.5760 4.8490 2 2 0.5102 0.2695 0.1017
-2.5760 4.7990 2 2 0.5542 0.2925 0.1055
-2.5760 4.7490 2 2 0.5693 0.3005 0.1060
-2.5760 4.6980 2 2 0.5925 0.3130 0.1104
-2.5760 4.6480 2 2 0.5832 0.3077 0.1088
-2.5760 4.5980 2 2 0.5837 0.3083 0.1028
-2.5760 4.5480 2 2 0.5970 0.3150 0.1030
-2.5760 4.4970 2 2 0.5862 0.3095 0.1103
-2.5760 4.4470 2 2 0.5535 0.2922 0.1106
-2.5760 4.3970 2 2 0.6253 0.3302 0.1360
-2.5760 4.3470 2 2 0.6795 0.3590 0.1279
-2.5760 4.2960 2 2 0.6707 0.3540 0.1389
-2.5760 4.2460 2 2 0.7083 0.3740 0.1586
-2.5760 4.1960 2 2 0.6980 0.3685 0.1217
-2.5760 4.1460 2 2 0.5930 0.3130 0.1080
-2.5760 4.0950 2 2 0.5363 0.2830 0.1085
-2.5760 4.0450 2 2 0.5150 0.2720 0.1064
-2.5760 3.9950 2 2 0.5232 0.2764 0.1087
-2.5760 3.9450 2 2 0.5389 0.2846 0.1054
-2.5760 3.8940 2 2 0.5325 0.2810 0.1006
-2.5760 3.8440 2 2 0.5163 0.2728 0.1109
-2.5760 3.7940 2 2 0.4750 0.2510 0.0988
-2.5760 3.7440 2 2 0.4730 0.2495 0.0975
-2.5760 3.6930 2 2 0.4685 0.2475 0.1016
-2.5760 3.6430 2 2 0.4760 0.2515 0.0997
-2.5760 3.5930 2 2 0.5130 0.2710 0.1062
-2.5760 3.5430 2 2 0.5190 0.2740 0.1020
-2.5760 3.4920 2 2 0.5075 0.2680 0.1050
-2.5760 3.4420 2 2 0.5225 0.2758 0.0979
-2.5760 3.3920 2 2 0.5480 0.2895 0.1133
-2.5760 3.3420 2 2 0.5515 0.2915 0.1080
-2.5760 3.2910 2 2 0.5325 0.2812 0.1071
-2.5760 3.2410 2 2 0.5360 0.2830 0.1076
-2.5760 3.1910 2 2 0.5425 0.2863 0.1036
-2.5760 3.1410 2 2 0.4845 0.2555 0.1046
-2.5760 3.0900 2 2 0.4918 0.2598 0.1094
-2.5760 3.0400 2 2 0.5288 0.2792 0.1124
-2.5760 2.9900 2 2 0.5490 0.2900 0.0969
-2.5760 2.9400 2 2 0.5245 0.2770 0.1064
-2.5760 2.8890 2 2 0.5466 0.2886 0.1120
-2.5760 2.8390 2 2 0.5707 0.3012 0.1196
-2.5760 2.7890 2 2 0.6420 0.3390 0.1328
-2.5760 2.7390 2 2 0.6705 0.3540 0.1189
-2.5760 2.6880 2 2 0.6780 0.3577 0.1208
-2.5760 2.6380 2 2 0.6785 0.3582 0.1158
-2.5760 2.5880 2 2 0.6720 0.3550 0.1167
-2.5760 2.5380 2 2 0.6132 0.3237 0.1209
-2.5760 2.4870 2 2 0.5500 0.2905 0.1133
-2.5760 2.4370 2 2 0.5802 0.3062 0.1058
-2.5760 2.3870 2 2 0.5930 0.3130 0.1103
